drug_id,drug_name,approval_authority
481,Drug_73,EMA
428,Drug_70,EMA
229,Drug_391,EMA
58,Drug_325,FDA
102,Drug_393,FDA
108,Drug_385,FDA
330,Drug_295,FDA
320,Drug_208,FDA
138,Drug_41,EMA
164,Drug_233,EMA
104,Drug_71,EMA
460,Drug_65,FDA
58,Drug_51,FDA
101,Drug_341,EMA
238,Drug_345,EMA
42,Drug_363,FDA
241,Drug_228,FDA
441,Drug_303,FDA
21,Drug_9,FDA
147,Drug_315,EMA
467,Drug_405,EMA
457,Drug_103,EMA
211,Drug_497,FDA
202,Drug_64,EMA
311,Drug_481,EMA
47,Drug_449,FDA
110,Drug_385,EMA
388,Drug_95,EMA
55,Drug_297,EMA
229,Drug_475,EMA
195,Drug_61,EMA
257,Drug_168,EMA
252,Drug_387,EMA
360,Drug_103,EMA
191,Drug_306,EMA
193,Drug_40,EMA
353,Drug_260,EMA
345,Drug_316,EMA
172,Drug_408,FDA
205,Drug_23,FDA
72,Drug_415,EMA
367,Drug_430,EMA
236,Drug_496,FDA
439,Drug_119,EMA
204,Drug_93,FDA
117,Drug_33,EMA
2,Drug_39,EMA
426,Drug_256,EMA
151,Drug_279,FDA
176,Drug_388,EMA
99,Drug_498,EMA
191,Drug_403,EMA
45,Drug_282,EMA
283,Drug_107,FDA
436,Drug_225,FDA
112,Drug_27,EMA
427,Drug_276,FDA
355,Drug_238,EMA
332,Drug_443,FDA
23,Drug_147,EMA
281,Drug_95,EMA
303,Drug_192,FDA
246,Drug_234,EMA
402,Drug_2,EMA
384,Drug_117,EMA
269,Drug_491,EMA
245,Drug_387,FDA
211,Drug_444,EMA
214,Drug_158,EMA
151,Drug_52,FDA
123,Drug_177,FDA
399,Drug_488,FDA
290,Drug_187,FDA
168,Drug_94,EMA
465,Drug_7,EMA
423,Drug_366,FDA
179,Drug_279,EMA
35,Drug_220,FDA
370,Drug_317,EMA
151,Drug_146,FDA
415,Drug_193,FDA
472,Drug_335,EMA
38,Drug_102,EMA
17,Drug_164,EMA
193,Drug_23,FDA
107,Drug_313,EMA
444,Drug_227,FDA
155,Drug_196,FDA
350,Drug_476,EMA
218,Drug_311,FDA
57,Drug_211,FDA
56,Drug_101,FDA
455,Drug_402,FDA
117,Drug_415,FDA
417,Drug_130,FDA
284,Drug_48,EMA
87,Drug_356,EMA
344,Drug_327,FDA
252,Drug_379,EMA
35,Drug_351,FDA
164,Drug_188,EMA
485,Drug_65,EMA
175,Drug_135,EMA
319,Drug_2,EMA
337,Drug_279,FDA
196,Drug_195,FDA
289,Drug_339,FDA
182,Drug_464,FDA
22,Drug_391,EMA
241,Drug_256,FDA
242,Drug_315,FDA
285,Drug_214,EMA
205,Drug_491,FDA
408,Drug_62,EMA
7,Drug_231,EMA
495,Drug_429,FDA
15,Drug_231,FDA
204,Drug_208,FDA
243,Drug_411,FDA
337,Drug_311,FDA
309,Drug_80,EMA
175,Drug_352,EMA
364,Drug_23,EMA
250,Drug_481,FDA
158,Drug_330,FDA
56,Drug_240,EMA
317,Drug_392,EMA
375,Drug_204,EMA
12,Drug_359,EMA
472,Drug_306,FDA
499,Drug_455,EMA
230,Drug_465,EMA
483,Drug_239,FDA
483,Drug_307,EMA
200,Drug_40,FDA
213,Drug_112,EMA
362,Drug_201,FDA
109,Drug_75,FDA
468,Drug_200,EMA
498,Drug_240,EMA
155,Drug_399,FDA
168,Drug_274,FDA
301,Drug_142,EMA
211,Drug_190,FDA
106,Drug_39,EMA
259,Drug_471,EMA
378,Drug_249,FDA
232,Drug_434,EMA
9,Drug_26,FDA
151,Drug_472,FDA
331,Drug_497,EMA
176,Drug_244,FDA
199,Drug_486,FDA
61,Drug_61,EMA
81,Drug_366,EMA
436,Drug_468,FDA
291,Drug_484,EMA
62,Drug_139,FDA
116,Drug_219,EMA
219,Drug_219,FDA
324,Drug_423,FDA
376,Drug_80,EMA
208,Drug_154,EMA
364,Drug_106,FDA
268,Drug_166,FDA
213,Drug_90,EMA
141,Drug_395,EMA
224,Drug_332,FDA
169,Drug_39,EMA
67,Drug_272,EMA
35,Drug_227,EMA
142,Drug_98,FDA
160,Drug_334,EMA
373,Drug_191,EMA
215,Drug_52,FDA
305,Drug_419,FDA
142,Drug_65,EMA
319,Drug_88,FDA
296,Drug_207,EMA
428,Drug_95,FDA
368,Drug_89,EMA
11,Drug_100,FDA
404,Drug_58,FDA
152,Drug_116,FDA
272,Drug_68,FDA
392,Drug_268,FDA
220,Drug_223,FDA
239,Drug_376,FDA
479,Drug_193,FDA
29,Drug_148,FDA
10,Drug_63,EMA
97,Drug_476,FDA
428,Drug_237,EMA
496,Drug_326,FDA
281,Drug_232,EMA
337,Drug_318,EMA
77,Drug_461,FDA
26,Drug_335,EMA
262,Drug_165,FDA
434,Drug_424,FDA
19,Drug_128,FDA
338,Drug_304,FDA
240,Drug_228,EMA
270,Drug_130,FDA
154,Drug_313,FDA
265,Drug_425,FDA
362,Drug_129,FDA
43,Drug_336,FDA
106,Drug_465,EMA
234,Drug_500,FDA
227,Drug_326,EMA
221,Drug_434,EMA
231,Drug_366,FDA
261,Drug_497,FDA
53,Drug_143,EMA
336,Drug_275,FDA
214,Drug_217,FDA
154,Drug_27,EMA
110,Drug_8,FDA
22,Drug_380,FDA
150,Drug_47,EMA
40,Drug_234,EMA
478,Drug_65,FDA
159,Drug_394,FDA
106,Drug_411,EMA
349,Drug_294,EMA
101,Drug_162,EMA
132,Drug_311,EMA
460,Drug_61,EMA
483,Drug_366,EMA
363,Drug_52,EMA
426,Drug_240,FDA
490,Drug_65,EMA
182,Drug_229,EMA
93,Drug_126,EMA
60,Drug_281,FDA
398,Drug_156,FDA
271,Drug_301,EMA
64,Drug_82,FDA
286,Drug_61,FDA
281,Drug_108,FDA
439,Drug_361,EMA
418,Drug_177,EMA
449,Drug_97,FDA
362,Drug_97,FDA
148,Drug_109,EMA
57,Drug_11,FDA
158,Drug_221,EMA
209,Drug_69,FDA
121,Drug_189,EMA
7,Drug_308,FDA
426,Drug_133,FDA
476,Drug_151,EMA
143,Drug_78,EMA
271,Drug_259,EMA
395,Drug_369,FDA
15,Drug_10,EMA
324,Drug_119,EMA
111,Drug_140,FDA
255,Drug_271,FDA
301,Drug_229,EMA
310,Drug_78,FDA
429,Drug_162,EMA
269,Drug_49,EMA
126,Drug_277,FDA
50,Drug_134,FDA
265,Drug_138,EMA
146,Drug_476,FDA
486,Drug_240,FDA
446,Drug_320,EMA
298,Drug_177,FDA
433,Drug_311,FDA
227,Drug_386,FDA
335,Drug_379,EMA
240,Drug_312,EMA
489,Drug_290,FDA
173,Drug_49,EMA
315,Drug_122,FDA
8,Drug_342,FDA
252,Drug_329,FDA
476,Drug_419,EMA
103,Drug_17,FDA
251,Drug_233,FDA
348,Drug_378,FDA
371,Drug_311,EMA
205,Drug_182,EMA
55,Drug_457,EMA
311,Drug_396,FDA
415,Drug_194,EMA
150,Drug_451,FDA
226,Drug_394,EMA
303,Drug_90,EMA
196,Drug_52,EMA
415,Drug_398,FDA
81,Drug_374,EMA
385,Drug_394,FDA
47,Drug_299,EMA
431,Drug_126,FDA
230,Drug_380,EMA
187,Drug_232,EMA
349,Drug_179,EMA
81,Drug_407,EMA
431,Drug_260,EMA
232,Drug_5,FDA
189,Drug_134,FDA
72,Drug_140,EMA
429,Drug_406,FDA
116,Drug_397,EMA
443,Drug_239,FDA
409,Drug_394,FDA
473,Drug_26,FDA
116,Drug_176,EMA
402,Drug_240,FDA
439,Drug_492,FDA
73,Drug_321,FDA
349,Drug_83,FDA
165,Drug_437,EMA
152,Drug_218,FDA
380,Drug_369,FDA
219,Drug_37,FDA
96,Drug_104,EMA
295,Drug_14,FDA
215,Drug_473,EMA
401,Drug_371,FDA
53,Drug_337,FDA
197,Drug_498,EMA
79,Drug_365,FDA
430,Drug_493,EMA
3,Drug_238,EMA
336,Drug_96,EMA
96,Drug_443,EMA
151,Drug_74,EMA
441,Drug_388,EMA
273,Drug_60,EMA
487,Drug_90,FDA
64,Drug_139,EMA
166,Drug_143,EMA
57,Drug_154,FDA
217,Drug_49,FDA
67,Drug_319,FDA
178,Drug_16,FDA
192,Drug_344,EMA
30,Drug_349,FDA
103,Drug_41,EMA
374,Drug_199,EMA
189,Drug_89,EMA
128,Drug_427,FDA
176,Drug_417,EMA
294,Drug_193,FDA
222,Drug_209,EMA
112,Drug_222,EMA
337,Drug_126,EMA
230,Drug_180,EMA
10,Drug_240,EMA
183,Drug_330,EMA
123,Drug_291,EMA
345,Drug_473,EMA
157,Drug_358,EMA
207,Drug_478,FDA
431,Drug_218,FDA
87,Drug_95,EMA
428,Drug_364,EMA
316,Drug_474,FDA
88,Drug_191,FDA
273,Drug_370,EMA
128,Drug_457,EMA
109,Drug_223,FDA
250,Drug_377,EMA
282,Drug_233,EMA
372,Drug_237,FDA
328,Drug_155,FDA
132,Drug_172,FDA
66,Drug_453,EMA
378,Drug_217,FDA
332,Drug_300,EMA
384,Drug_445,EMA
360,Drug_275,EMA
394,Drug_500,EMA
228,Drug_99,EMA
99,Drug_421,FDA
292,Drug_180,EMA
319,Drug_122,FDA
450,Drug_485,EMA
178,Drug_51,FDA
466,Drug_357,EMA
191,Drug_225,FDA
231,Drug_268,FDA
408,Drug_22,FDA
441,Drug_289,FDA
279,Drug_14,EMA
300,Drug_429,EMA
95,Drug_362,EMA
302,Drug_5,EMA
77,Drug_321,EMA
223,Drug_72,EMA
470,Drug_226,FDA
5,Drug_492,FDA
258,Drug_318,FDA
148,Drug_277,EMA
164,Drug_180,EMA
104,Drug_13,EMA
107,Drug_219,FDA
364,Drug_105,EMA
309,Drug_354,FDA
357,Drug_39,EMA
237,Drug_295,FDA
224,Drug_59,EMA
147,Drug_278,EMA
315,Drug_333,FDA
24,Drug_331,EMA
260,Drug_372,FDA
113,Drug_180,FDA
59,Drug_308,FDA
444,Drug_262,EMA
29,Drug_42,EMA
154,Drug_221,FDA
55,Drug_299,EMA
415,Drug_136,FDA
70,Drug_216,FDA
333,Drug_168,EMA
473,Drug_200,FDA
204,Drug_269,EMA
306,Drug_171,FDA
284,Drug_268,EMA
130,Drug_13,EMA
5,Drug_431,FDA
401,Drug_176,FDA
480,Drug_184,EMA
34,Drug_346,FDA
266,Drug_49,FDA
392,Drug_268,EMA
392,Drug_69,EMA
336,Drug_284,EMA
115,Drug_493,EMA
437,Drug_137,FDA
218,Drug_413,EMA
229,Drug_123,FDA
101,Drug_149,FDA
152,Drug_31,EMA
59,Drug_146,FDA
208,Drug_61,FDA
35,Drug_290,FDA
322,Drug_182,EMA
372,Drug_463,FDA
334,Drug_172,EMA
355,Drug_484,FDA
470,Drug_341,FDA
33,Drug_348,EMA
81,Drug_309,EMA
445,Drug_14,EMA
244,Drug_32,EMA
346,Drug_270,EMA
439,Drug_316,FDA
355,Drug_182,EMA
111,Drug_78,FDA
267,Drug_259,FDA
309,Drug_64,EMA
329,Drug_67,EMA
13,Drug_439,FDA
277,Drug_262,FDA
284,Drug_234,FDA
243,Drug_110,FDA
86,Drug_64,FDA
366,Drug_106,FDA
81,Drug_12,FDA
13,Drug_120,EMA
245,Drug_27,EMA
16,Drug_167,FDA
32,Drug_459,FDA
308,Drug_114,FDA
186,Drug_323,EMA
346,Drug_455,EMA
242,Drug_355,EMA
13,Drug_172,FDA
415,Drug_493,EMA
31,Drug_98,FDA
312,Drug_99,FDA
179,Drug_352,FDA
162,Drug_394,FDA
177,Drug_91,FDA
382,Drug_363,FDA
263,Drug_340,EMA
458,Drug_62,EMA
277,Drug_5,EMA
288,Drug_463,FDA
452,Drug_489,FDA
216,Drug_47,EMA
237,Drug_42,FDA
141,Drug_65,FDA
57,Drug_4,EMA
475,Drug_130,FDA
228,Drug_86,EMA
457,Drug_82,FDA
418,Drug_293,EMA
466,Drug_408,FDA
278,Drug_160,FDA
380,Drug_341,EMA
273,Drug_375,FDA
465,Drug_322,EMA
450,Drug_195,FDA
315,Drug_157,EMA
120,Drug_426,FDA
203,Drug_146,EMA
425,Drug_165,EMA
341,Drug_365,FDA
338,Drug_287,EMA
30,Drug_444,FDA
10,Drug_462,EMA
288,Drug_64,EMA
171,Drug_274,EMA
262,Drug_52,EMA
46,Drug_386,FDA
331,Drug_199,EMA
136,Drug_330,FDA
401,Drug_80,EMA
8,Drug_273,FDA
378,Drug_294,FDA
109,Drug_172,EMA
20,Drug_36,FDA
275,Drug_129,FDA
397,Drug_333,FDA
212,Drug_421,EMA
341,Drug_432,FDA
282,Drug_324,EMA
363,Drug_156,EMA
392,Drug_430,FDA
453,Drug_172,FDA
9,Drug_474,FDA
201,Drug_397,FDA
474,Drug_78,EMA
13,Drug_28,EMA
30,Drug_388,FDA
95,Drug_469,FDA
434,Drug_128,FDA
78,Drug_435,FDA
361,Drug_201,EMA
421,Drug_487,EMA
419,Drug_24,EMA
161,Drug_344,FDA
85,Drug_335,FDA
496,Drug_314,EMA
36,Drug_45,FDA
57,Drug_237,FDA
492,Drug_186,FDA
379,Drug_220,EMA
483,Drug_286,EMA
495,Drug_500,EMA
430,Drug_37,EMA
426,Drug_456,EMA
375,Drug_120,FDA
203,Drug_182,EMA
99,Drug_115,FDA
328,Drug_122,FDA
364,Drug_2,EMA
369,Drug_355,EMA
392,Drug_455,EMA
470,Drug_244,EMA
14,Drug_409,EMA
432,Drug_287,FDA
146,Drug_285,FDA
272,Drug_279,FDA
314,Drug_437,FDA
497,Drug_240,EMA
46,Drug_408,EMA
477,Drug_61,EMA
151,Drug_132,EMA
486,Drug_40,FDA
406,Drug_60,FDA
40,Drug_88,FDA
451,Drug_234,EMA
249,Drug_176,EMA
274,Drug_486,EMA
234,Drug_111,FDA
191,Drug_380,EMA
250,Drug_118,FDA
333,Drug_68,EMA
479,Drug_339,EMA
61,Drug_133,EMA
203,Drug_281,FDA
102,Drug_243,FDA
172,Drug_49,FDA
233,Drug_45,EMA
285,Drug_132,FDA
372,Drug_136,EMA
38,Drug_274,FDA
313,Drug_407,FDA
281,Drug_296,FDA
12,Drug_179,EMA
485,Drug_73,EMA
210,Drug_375,EMA
359,Drug_296,EMA
71,Drug_437,EMA
10,Drug_423,EMA
369,Drug_433,FDA
196,Drug_98,FDA
104,Drug_1,FDA
220,Drug_25,EMA
426,Drug_241,FDA
131,Drug_102,EMA
89,Drug_460,FDA
212,Drug_65,EMA
94,Drug_251,EMA
435,Drug_156,FDA
381,Drug_446,EMA
453,Drug_398,FDA
480,Drug_155,EMA
249,Drug_309,EMA
188,Drug_153,EMA
2,Drug_208,EMA
200,Drug_152,EMA
473,Drug_384,EMA
368,Drug_207,EMA
280,Drug_391,FDA
135,Drug_450,EMA
296,Drug_170,EMA
30,Drug_23,EMA
63,Drug_360,EMA
419,Drug_244,EMA
82,Drug_470,EMA
282,Drug_382,FDA
374,Drug_226,EMA
427,Drug_365,FDA
114,Drug_79,EMA
426,Drug_266,EMA
343,Drug_62,EMA
79,Drug_496,FDA
403,Drug_168,FDA
394,Drug_426,EMA
209,Drug_122,FDA
352,Drug_340,EMA
141,Drug_482,FDA
111,Drug_239,EMA
382,Drug_474,EMA
334,Drug_460,EMA
329,Drug_305,EMA
282,Drug_145,FDA
142,Drug_63,FDA
377,Drug_279,EMA
64,Drug_410,EMA
111,Drug_330,EMA
448,Drug_71,EMA
265,Drug_480,EMA
193,Drug_231,EMA
235,Drug_198,EMA
81,Drug_283,EMA
280,Drug_424,FDA
5,Drug_354,FDA
361,Drug_241,EMA
463,Drug_98,FDA
164,Drug_102,FDA
490,Drug_38,EMA
87,Drug_7,EMA
100,Drug_232,EMA
334,Drug_137,EMA
381,Drug_159,EMA
468,Drug_294,EMA
389,Drug_279,EMA
59,Drug_355,EMA
42,Drug_355,EMA
86,Drug_427,FDA
241,Drug_21,FDA
100,Drug_207,EMA
344,Drug_454,FDA
355,Drug_169,EMA
94,Drug_365,EMA
257,Drug_211,EMA
334,Drug_266,EMA
54,Drug_235,FDA
294,Drug_214,EMA
315,Drug_4,EMA
138,Drug_499,EMA
320,Drug_491,FDA
100,Drug_492,FDA
55,Drug_436,FDA
77,Drug_208,FDA
205,Drug_300,EMA
70,Drug_272,EMA
404,Drug_371,FDA
282,Drug_98,EMA
170,Drug_26,FDA
458,Drug_61,EMA
46,Drug_365,EMA
96,Drug_393,FDA
184,Drug_238,FDA
259,Drug_494,FDA
443,Drug_487,FDA
285,Drug_316,FDA
219,Drug_486,FDA
48,Drug_420,EMA
180,Drug_349,EMA
275,Drug_237,FDA
454,Drug_46,EMA
300,Drug_442,EMA
12,Drug_52,EMA
312,Drug_437,FDA
326,Drug_324,EMA
425,Drug_434,EMA
474,Drug_58,EMA
96,Drug_161,EMA
386,Drug_207,FDA
195,Drug_448,FDA
429,Drug_384,EMA
230,Drug_472,EMA
283,Drug_167,FDA
278,Drug_457,FDA
369,Drug_84,EMA
174,Drug_454,FDA
499,Drug_429,EMA
239,Drug_448,FDA
153,Drug_80,EMA
181,Drug_28,FDA
283,Drug_224,FDA
136,Drug_267,EMA
200,Drug_492,EMA
421,Drug_485,FDA
185,Drug_297,EMA
493,Drug_404,FDA
128,Drug_66,FDA
200,Drug_472,EMA
288,Drug_360,EMA
396,Drug_25,EMA
427,Drug_20,EMA
291,Drug_276,EMA
150,Drug_203,EMA
34,Drug_66,EMA
423,Drug_154,EMA
293,Drug_342,EMA
250,Drug_473,EMA
455,Drug_274,EMA
40,Drug_129,EMA
126,Drug_264,FDA
132,Drug_275,FDA
21,Drug_333,EMA
215,Drug_479,EMA
160,Drug_226,FDA
169,Drug_10,FDA
414,Drug_99,FDA
138,Drug_357,EMA
438,Drug_198,EMA
401,Drug_187,EMA
313,Drug_282,EMA
34,Drug_133,FDA
407,Drug_96,FDA
364,Drug_206,EMA
87,Drug_391,FDA
377,Drug_398,EMA
81,Drug_320,FDA
71,Drug_336,EMA
286,Drug_353,FDA
394,Drug_255,FDA
239,Drug_231,EMA
320,Drug_280,FDA
229,Drug_47,EMA
87,Drug_152,EMA
255,Drug_278,EMA
268,Drug_434,FDA
153,Drug_75,FDA
206,Drug_26,EMA
167,Drug_58,EMA
203,Drug_490,EMA
290,Drug_170,FDA
490,Drug_127,EMA
404,Drug_363,FDA
444,Drug_462,FDA
469,Drug_22,EMA
161,Drug_87,EMA
451,Drug_411,FDA
348,Drug_300,FDA
194,Drug_277,FDA
132,Drug_215,EMA
464,Drug_137,EMA
95,Drug_435,FDA
244,Drug_389,FDA
270,Drug_367,FDA
281,Drug_184,FDA
370,Drug_272,EMA
32,Drug_71,EMA
22,Drug_48,EMA
263,Drug_36,EMA
307,Drug_443,FDA
45,Drug_435,FDA
81,Drug_105,EMA
477,Drug_360,EMA
149,Drug_287,EMA
307,Drug_284,EMA
492,Drug_115,EMA
39,Drug_289,EMA
201,Drug_301,EMA
490,Drug_407,EMA
453,Drug_146,EMA
433,Drug_322,EMA
190,Drug_320,EMA
499,Drug_165,EMA
141,Drug_355,FDA
20,Drug_448,FDA
259,Drug_405,FDA
452,Drug_282,FDA
96,Drug_193,EMA
37,Drug_397,FDA
405,Drug_189,EMA
141,Drug_343,EMA
26,Drug_171,EMA
72,Drug_435,EMA
212,Drug_428,EMA
16,Drug_195,FDA
322,Drug_137,FDA
428,Drug_206,EMA
314,Drug_122,FDA
112,Drug_357,EMA
344,Drug_352,EMA
290,Drug_65,FDA
183,Drug_66,FDA
483,Drug_59,FDA
268,Drug_248,EMA
336,Drug_139,FDA
313,Drug_282,FDA
249,Drug_196,EMA
91,Drug_226,FDA
239,Drug_396,EMA
74,Drug_144,EMA
115,Drug_260,EMA
81,Drug_207,EMA
319,Drug_301,FDA
25,Drug_285,EMA
250,Drug_9,EMA
229,Drug_335,FDA
376,Drug_437,EMA
327,Drug_211,FDA
70,Drug_185,FDA
222,Drug_373,EMA
202,Drug_52,FDA
198,Drug_246,FDA
491,Drug_162,FDA
295,Drug_421,EMA
170,Drug_300,EMA
395,Drug_226,FDA
408,Drug_482,FDA
113,Drug_481,FDA
298,Drug_165,EMA
64,Drug_482,EMA
95,Drug_151,EMA
223,Drug_410,FDA
230,Drug_473,FDA
315,Drug_178,EMA
378,Drug_72,EMA
88,Drug_423,FDA
460,Drug_454,FDA
10,Drug_245,FDA
240,Drug_398,FDA
94,Drug_183,EMA
320,Drug_494,FDA
181,Drug_28,FDA
415,Drug_123,FDA
230,Drug_141,EMA
411,Drug_89,EMA
215,Drug_449,EMA
447,Drug_169,FDA
250,Drug_391,EMA
71,Drug_408,FDA
217,Drug_65,FDA
366,Drug_362,EMA
286,Drug_414,FDA
427,Drug_355,FDA
100,Drug_222,EMA
102,Drug_386,FDA
372,Drug_473,FDA
153,Drug_419,FDA
268,Drug_345,EMA
19,Drug_168,FDA
155,Drug_258,FDA
130,Drug_10,EMA
106,Drug_332,FDA
304,Drug_285,EMA
307,Drug_386,EMA
40,Drug_425,FDA
35,Drug_74,EMA
134,Drug_68,FDA
249,Drug_202,EMA
286,Drug_171,FDA
251,Drug_341,EMA
398,Drug_336,EMA
421,Drug_396,EMA
103,Drug_26,EMA
239,Drug_384,EMA
491,Drug_174,FDA
165,Drug_392,EMA
283,Drug_131,EMA
177,Drug_240,FDA
472,Drug_334,FDA
341,Drug_356,EMA
388,Drug_302,FDA
376,Drug_397,EMA
394,Drug_353,EMA
297,Drug_225,FDA
99,Drug_189,FDA
443,Drug_179,EMA
161,Drug_291,EMA
305,Drug_71,FDA
345,Drug_312,EMA
148,Drug_334,FDA
260,Drug_316,FDA
344,Drug_396,FDA
153,Drug_377,FDA
112,Drug_361,FDA
247,Drug_310,EMA
364,Drug_300,EMA
108,Drug_248,FDA
113,Drug_79,EMA
122,Drug_454,EMA
427,Drug_106,FDA
67,Drug_274,EMA
455,Drug_124,EMA
291,Drug_310,FDA
260,Drug_482,FDA
493,Drug_179,FDA
66,Drug_200,FDA
7,Drug_487,FDA
254,Drug_257,FDA
390,Drug_240,EMA
139,Drug_159,FDA
87,Drug_137,EMA
212,Drug_144,EMA
479,Drug_184,EMA
20,Drug_184,FDA
15,Drug_220,FDA
95,Drug_84,FDA
461,Drug_23,EMA
138,Drug_294,FDA
345,Drug_448,EMA
289,Drug_456,EMA
108,Drug_198,EMA
494,Drug_84,FDA
286,Drug_191,EMA
96,Drug_201,EMA
410,Drug_413,EMA
208,Drug_211,FDA
36,Drug_189,FDA
374,Drug_345,FDA
452,Drug_422,FDA
379,Drug_62,FDA
486,Drug_47,EMA
20,Drug_205,EMA
456,Drug_469,EMA
79,Drug_443,FDA
133,Drug_195,FDA
7,Drug_123,FDA
237,Drug_487,EMA
364,Drug_211,FDA
465,Drug_482,EMA
398,Drug_235,EMA
326,Drug_57,EMA
328,Drug_37,EMA
304,Drug_378,EMA
306,Drug_367,EMA
88,Drug_409,EMA
46,Drug_185,FDA
272,Drug_32,FDA
66,Drug_85,EMA
20,Drug_162,FDA
261,Drug_112,FDA
77,Drug_354,EMA
385,Drug_346,FDA
186,Drug_331,EMA
95,Drug_196,FDA
100,Drug_469,EMA
182,Drug_271,FDA
379,Drug_298,FDA
244,Drug_125,EMA
323,Drug_56,EMA
387,Drug_313,FDA
294,Drug_194,EMA
366,Drug_372,EMA
280,Drug_129,EMA
190,Drug_244,FDA
389,Drug_395,EMA
498,Drug_393,FDA
365,Drug_452,EMA
145,Drug_223,FDA
173,Drug_48,EMA
213,Drug_464,EMA
234,Drug_260,FDA
426,Drug_170,EMA
156,Drug_42,EMA
32,Drug_400,FDA
323,Drug_269,FDA
35,Drug_240,FDA
369,Drug_29,FDA
33,Drug_92,FDA
70,Drug_488,FDA
344,Drug_478,EMA
124,Drug_217,EMA
160,Drug_414,EMA
55,Drug_337,FDA
168,Drug_128,FDA
395,Drug_434,FDA
443,Drug_93,FDA
498,Drug_489,FDA
450,Drug_430,EMA
326,Drug_370,FDA
130,Drug_296,EMA
91,Drug_181,FDA
196,Drug_236,FDA
267,Drug_132,EMA
198,Drug_264,FDA
428,Drug_211,FDA
424,Drug_454,FDA
273,Drug_365,EMA
50,Drug_63,FDA
441,Drug_171,EMA
266,Drug_19,EMA
270,Drug_451,EMA
9,Drug_15,EMA
437,Drug_499,EMA
470,Drug_357,FDA
146,Drug_370,EMA
50,Drug_153,FDA
277,Drug_393,EMA
477,Drug_307,FDA
406,Drug_130,FDA
54,Drug_170,EMA
82,Drug_156,EMA
160,Drug_353,FDA
357,Drug_184,EMA
481,Drug_111,FDA
146,Drug_48,FDA
376,Drug_376,EMA
175,Drug_448,FDA
209,Drug_185,EMA
239,Drug_443,EMA
499,Drug_6,EMA
348,Drug_186,FDA
420,Drug_142,EMA
77,Drug_88,EMA
418,Drug_432,FDA
55,Drug_202,EMA
438,Drug_376,EMA
389,Drug_68,FDA
207,Drug_59,EMA
236,Drug_150,EMA
349,Drug_173,FDA
97,Drug_417,EMA
93,Drug_293,FDA
116,Drug_314,FDA
48,Drug_414,EMA
466,Drug_348,EMA
417,Drug_378,FDA
175,Drug_395,EMA
431,Drug_179,FDA
173,Drug_80,FDA
140,Drug_59,FDA
480,Drug_483,FDA
47,Drug_219,EMA
71,Drug_43,FDA
61,Drug_366,FDA
246,Drug_418,EMA
219,Drug_323,EMA
236,Drug_7,FDA
86,Drug_375,FDA
227,Drug_384,FDA
394,Drug_326,EMA
245,Drug_86,FDA
447,Drug_58,FDA
105,Drug_251,EMA
53,Drug_184,FDA
35,Drug_453,EMA
490,Drug_227,FDA
61,Drug_162,EMA
39,Drug_134,FDA
469,Drug_96,EMA
443,Drug_20,FDA
37,Drug_316,FDA
426,Drug_116,FDA
325,Drug_349,EMA
216,Drug_6,FDA
159,Drug_493,FDA
215,Drug_437,EMA
78,Drug_247,FDA
276,Drug_207,FDA
183,Drug_417,FDA
480,Drug_408,FDA
309,Drug_241,FDA
10,Drug_390,FDA
305,Drug_429,FDA
93,Drug_149,EMA
254,Drug_313,EMA
327,Drug_474,FDA
123,Drug_277,FDA
370,Drug_337,EMA
39,Drug_359,EMA
293,Drug_12,FDA
463,Drug_251,EMA
357,Drug_120,EMA
188,Drug_96,FDA
341,Drug_470,EMA
271,Drug_339,EMA
328,Drug_152,EMA
213,Drug_143,EMA
471,Drug_37,FDA
63,Drug_155,EMA
178,Drug_217,FDA
452,Drug_428,FDA
269,Drug_470,FDA
236,Drug_358,EMA
165,Drug_429,FDA
326,Drug_476,EMA
443,Drug_301,FDA
449,Drug_341,EMA
461,Drug_233,EMA
468,Drug_219,FDA
235,Drug_247,FDA
492,Drug_329,FDA
397,Drug_322,FDA
333,Drug_19,EMA
113,Drug_477,EMA
3,Drug_151,EMA
100,Drug_159,FDA
499,Drug_426,FDA
457,Drug_93,FDA
192,Drug_73,FDA
439,Drug_77,EMA
208,Drug_473,FDA
6,Drug_188,EMA
33,Drug_394,FDA
109,Drug_484,FDA
416,Drug_372,EMA
429,Drug_117,FDA
112,Drug_444,EMA
9,Drug_144,FDA
404,Drug_56,EMA
411,Drug_50,FDA
389,Drug_373,EMA
73,Drug_474,FDA
147,Drug_282,EMA
340,Drug_161,FDA
499,Drug_330,FDA
3,Drug_144,FDA
131,Drug_180,FDA
235,Drug_301,FDA
212,Drug_157,EMA
361,Drug_39,FDA
450,Drug_236,EMA
356,Drug_202,FDA
316,Drug_150,FDA
116,Drug_358,EMA
110,Drug_138,FDA
201,Drug_368,EMA
108,Drug_363,FDA
65,Drug_31,EMA
213,Drug_124,FDA
250,Drug_228,FDA
182,Drug_472,FDA
427,Drug_85,EMA
492,Drug_498,EMA
182,Drug_62,FDA
425,Drug_487,EMA
220,Drug_25,EMA
367,Drug_261,FDA
101,Drug_374,EMA
239,Drug_189,FDA
168,Drug_462,FDA
389,Drug_50,FDA
179,Drug_199,EMA
380,Drug_417,FDA
305,Drug_6,EMA
387,Drug_457,EMA
