trial_id,outcome,adverse_effect,cost_usd
7904,Ongoing,Mild,3301.1
12548,Success,None,21283.6
9930,Failure,Severe,35028.94
2992,Success,None,4612.5
13341,Success,Mild,27702.52
14446,Ongoing,Severe,37323.98
9744,Ongoing,Severe,4645.91
1797,Failure,Mild,46690.78
6041,Failure,Severe,49705.88
1011,Success,None,12987.64
11420,Ongoing,Severe,49476.88
6133,Success,Severe,47543.89
4537,Ongoing,Severe,48800.55
9581,Success,Severe,49278.7
8236,Failure,Mild,42467.56
10930,Failure,None,1194.82
656,Success,Severe,9413.66
13369,Success,None,1988.18
9852,Ongoing,Mild,12211.29
4249,Failure,Severe,25099.46
6790,Failure,Severe,13390.79
14812,Failure,Mild,14848.57
8027,Ongoing,None,37043.16
13817,Failure,Severe,11649.84
5842,Success,Severe,44836.64
11841,Failure,Severe,35069.31
12931,Success,Severe,38022.98
11345,Failure,Mild,18677.01
8546,Ongoing,None,3762.76
6652,Ongoing,Mild,22293.23
9660,Success,Mild,10905.32
7178,Ongoing,Severe,21458.42
7768,Success,Severe,28891.0
14498,Ongoing,None,28460.68
447,Failure,None,5354.06
2982,Success,None,48355.06
14255,Success,Severe,21610.16
567,Ongoing,None,1686.33
11446,Failure,Severe,33991.29
11684,Failure,None,28212.09
11025,Success,Mild,27680.64
5451,Failure,None,9121.38
13102,Success,Mild,13021.17
9869,Failure,Mild,9837.69
4601,Ongoing,None,38098.96
12940,Ongoing,Severe,25806.05
2283,Ongoing,Mild,28010.14
6362,Failure,Mild,14559.18
12720,Ongoing,Mild,39178.09
699,Failure,Mild,42694.01
1775,Failure,Mild,7162.56
6666,Failure,None,40588.62
3909,Failure,None,31692.81
10229,Ongoing,None,6893.95
4814,Ongoing,None,40146.92
2544,Ongoing,Mild,8106.12
2482,Success,None,20856.35
1083,Ongoing,Severe,30525.27
7579,Ongoing,Severe,31749.39
9170,Ongoing,Severe,41302.39
7930,Failure,None,7899.55
10387,Ongoing,None,2725.38
374,Success,None,33965.07
8687,Failure,None,49382.81
13555,Failure,None,40085.33
12072,Failure,Mild,4667.65
8204,Failure,None,30174.34
1998,Success,Mild,8723.76
12081,Success,None,25146.43
10831,Ongoing,Mild,3869.68
300,Failure,None,16731.84
7111,Success,Severe,1587.27
10140,Ongoing,Severe,30370.83
9949,Success,None,35047.61
6943,Failure,Mild,27558.77
1528,Success,Mild,15235.02
11477,Ongoing,Severe,41277.44
11383,Success,None,13518.0
7607,Ongoing,Mild,12711.52
11954,Ongoing,Severe,9130.4
12837,Success,Severe,49062.79
1156,Failure,Mild,38040.6
9244,Ongoing,None,2055.08
3509,Ongoing,Mild,39831.02
2205,Failure,Severe,23588.39
128,Success,Mild,44298.45
9910,Success,None,41414.99
2614,Failure,Severe,29986.12
13924,Success,Mild,24442.19
8956,Ongoing,Mild,28794.38
11020,Ongoing,None,17536.17
5119,Ongoing,Mild,25663.44
13966,Failure,Severe,49999.07
7534,Success,Severe,31070.88
7622,Failure,Mild,47293.68
8418,Failure,None,21783.54
2912,Failure,Mild,7957.85
5026,Failure,Mild,4152.22
13548,Ongoing,Mild,22652.72
1999,Success,Mild,34930.21
7148,Failure,Mild,43500.53
11377,Success,Mild,20641.83
9050,Ongoing,Severe,1884.78
7844,Success,Severe,37078.36
13419,Ongoing,Severe,30566.49
14915,Success,Severe,21633.99
13670,Ongoing,Mild,34380.78
8098,Failure,Severe,6180.09
9023,Ongoing,None,44281.31
3690,Success,None,9618.62
6191,Ongoing,Mild,35823.42
4143,Failure,None,21562.91
14749,Failure,Severe,25658.67
6862,Success,Mild,33702.27
13345,Success,Mild,39588.88
218,Ongoing,None,10232.35
14082,Failure,Mild,38822.82
12416,Success,Mild,29233.56
3634,Ongoing,Mild,42409.26
10871,Failure,Mild,3451.93
13035,Success,Severe,32946.7
533,Success,Severe,41524.56
8468,Failure,None,40046.89
4126,Ongoing,Mild,16119.19
13727,Success,Mild,49923.02
14741,Ongoing,Mild,37805.25
1886,Failure,Mild,32951.54
9928,Success,None,20444.19
6318,Failure,Mild,4637.22
12695,Ongoing,None,28622.06
6104,Failure,Severe,3515.38
12255,Failure,None,10338.96
5545,Failure,None,44028.45
1602,Failure,None,20738.06
8861,Ongoing,None,2860.84
8948,Failure,None,38309.16
5046,Success,Mild,47598.93
658,Ongoing,Mild,42995.16
9313,Failure,None,4669.5
5610,Ongoing,None,17055.21
12345,Failure,None,25616.43
2718,Failure,Severe,32546.73
9811,Success,Mild,14205.87
7509,Success,None,32059.43
2123,Ongoing,None,41083.86
8610,Failure,Mild,13400.51
4489,Failure,Severe,20044.43
9263,Failure,Mild,36811.0
8192,Failure,None,12181.71
4315,Success,None,46819.8
9699,Success,Mild,23717.06
12966,Ongoing,None,14428.74
12993,Success,None,31587.97
12882,Failure,None,25850.56
14026,Ongoing,Severe,11373.0
8262,Ongoing,Severe,30502.87
13037,Ongoing,Severe,11216.1
8563,Success,None,25993.48
6106,Success,None,17700.48
6111,Failure,Severe,45106.57
5966,Success,None,30285.6
3035,Failure,Severe,14484.15
2959,Success,Mild,26232.65
9063,Ongoing,Mild,26626.17
8959,Success,Severe,2657.94
12493,Failure,Severe,31069.06
2457,Failure,Mild,33961.42
1629,Ongoing,Severe,45005.59
1683,Failure,Severe,45976.13
6791,Failure,None,47556.17
11855,Success,None,3290.69
11682,Ongoing,None,44914.26
8708,Success,Mild,1394.24
1852,Failure,Severe,23841.46
7125,Success,None,38244.68
5592,Ongoing,Severe,42111.51
14083,Failure,None,23568.15
11661,Success,Mild,24783.88
5293,Failure,Severe,42546.86
10960,Ongoing,Severe,6932.52
5162,Success,None,8716.56
5876,Success,Severe,19434.41
10551,Success,Severe,27762.71
9784,Success,None,41171.47
6829,Success,Mild,33508.58
1179,Success,None,31267.82
469,Ongoing,Severe,6716.55
7410,Failure,Severe,19811.56
10471,Ongoing,Mild,20317.64
12759,Ongoing,None,21462.52
10540,Ongoing,Severe,40451.03
5817,Success,Severe,46091.9
1312,Ongoing,None,13737.36
11723,Success,None,25022.36
5392,Success,None,14023.46
7737,Ongoing,Mild,5524.01
9095,Failure,None,16974.22
5519,Ongoing,Severe,18021.31
12093,Ongoing,Mild,28931.21
2868,Failure,None,22915.63
5393,Ongoing,Severe,9030.24
13132,Ongoing,None,12030.21
10159,Failure,Mild,20502.05
13463,Success,None,33734.34
11785,Success,Mild,44687.84
7585,Ongoing,Mild,23700.18
5411,Failure,Mild,30543.13
3124,Failure,Severe,47589.59
5659,Success,Severe,30938.3
4699,Failure,Severe,30057.14
13490,Failure,Mild,2566.1
3604,Success,Severe,18707.22
9737,Failure,None,18811.34
5754,Ongoing,Mild,1526.5
4681,Success,Severe,3395.88
14483,Success,Severe,23781.59
12975,Failure,Severe,25448.67
6644,Failure,Severe,48340.79
13703,Success,None,1184.14
9883,Success,None,12172.95
7040,Failure,Severe,11769.17
11424,Failure,Mild,27736.16
2798,Failure,None,32420.82
7107,Success,None,9111.09
5935,Failure,Severe,49639.58
3746,Failure,Severe,33312.77
11076,Ongoing,Severe,44576.33
7763,Failure,None,1553.62
3660,Failure,Mild,7736.68
5704,Ongoing,Severe,6754.07
10113,Failure,None,10833.49
6663,Ongoing,None,16161.91
647,Failure,None,39448.19
13939,Success,None,1299.01
6633,Success,Mild,6836.66
5460,Success,Severe,28913.5
7213,Failure,Mild,25637.77
1996,Success,None,34570.53
3997,Ongoing,None,34626.95
12355,Success,Mild,37278.62
11903,Failure,Severe,16027.79
13726,Success,Mild,47110.66
71,Success,None,37322.95
6487,Success,Severe,30639.28
7640,Failure,None,23251.33
9826,Success,None,17549.61
12376,Success,Severe,27793.53
11491,Ongoing,Severe,19417.91
2495,Failure,Mild,12477.33
11761,Failure,None,36883.28
6365,Success,Mild,5923.14
8898,Ongoing,None,21397.51
5381,Success,None,14187.0
3098,Success,Mild,37252.23
14325,Success,Mild,28766.04
1246,Success,Severe,30794.46
3401,Ongoing,Severe,42332.5
3854,Failure,None,7905.68
5794,Success,Mild,19084.1
14748,Failure,None,22872.59
6490,Success,Mild,43500.05
6714,Failure,Severe,45513.94
8827,Ongoing,None,41489.12
383,Ongoing,None,25943.97
9601,Failure,Severe,35440.12
4513,Failure,None,29613.65
3053,Success,Mild,12477.81
14873,Success,None,30313.99
4362,Success,Mild,11153.36
7342,Failure,Severe,33073.24
5166,Ongoing,None,39184.36
11611,Failure,Mild,17902.54
9504,Ongoing,Mild,23895.16
13037,Ongoing,Mild,2317.62
11820,Ongoing,None,13812.57
10306,Failure,Severe,24098.21
7944,Ongoing,None,21076.83
4531,Failure,None,33999.06
5254,Ongoing,Severe,8402.44
10048,Ongoing,None,45755.18
11219,Ongoing,None,4895.58
6844,Failure,Severe,16040.89
27,Failure,None,12366.14
11867,Success,None,26289.35
6849,Ongoing,Mild,33478.88
10802,Ongoing,Severe,47948.77
9629,Success,Severe,42003.39
9259,Failure,Mild,48256.38
14166,Failure,Severe,42712.99
11678,Ongoing,Severe,29852.72
10704,Failure,None,22021.15
5999,Success,Mild,25799.11
3922,Success,None,17444.12
2511,Failure,None,22775.81
7646,Failure,Severe,38229.22
254,Failure,None,39836.9
14729,Ongoing,Severe,46895.68
2873,Ongoing,Mild,41105.25
13446,Ongoing,Mild,9184.23
2594,Ongoing,Mild,35805.53
1575,Failure,Mild,24327.43
704,Success,None,3605.24
14218,Failure,Mild,31892.07
14995,Ongoing,None,28482.41
8763,Failure,Severe,31571.05
2199,Ongoing,Severe,9904.54
1669,Failure,None,39632.02
6385,Failure,Severe,5015.28
2261,Success,Severe,46100.72
14314,Failure,None,14663.87
3248,Success,None,22975.81
8911,Ongoing,Mild,14782.1
9436,Success,Mild,26058.1
7478,Failure,Severe,40399.75
5804,Failure,None,14972.52
1150,Success,None,22683.72
3063,Success,None,25508.12
3878,Failure,None,25634.34
3448,Success,None,48873.71
12684,Ongoing,Severe,24941.13
7008,Failure,Severe,35144.17
10142,Success,Severe,33024.53
5133,Success,Mild,45603.17
6705,Failure,None,10425.24
3556,Ongoing,None,49126.54
2373,Success,None,9629.54
625,Ongoing,Mild,5359.86
4204,Ongoing,None,20173.98
10648,Ongoing,Mild,7808.51
5782,Ongoing,Mild,22852.3
10856,Failure,Mild,27287.7
11573,Success,Severe,22929.3
637,Ongoing,None,20417.55
13860,Success,Severe,43215.3
8879,Ongoing,Mild,48488.59
1041,Success,None,30980.89
10779,Failure,Severe,28069.2
1785,Ongoing,None,31987.07
1609,Failure,Mild,12891.35
14923,Ongoing,None,6251.16
5744,Failure,None,19996.66
6150,Success,None,46109.31
13676,Failure,Mild,42028.97
8331,Success,Mild,39614.76
4806,Ongoing,Severe,6227.35
10907,Ongoing,None,19089.07
8273,Success,Mild,22355.88
13971,Success,Mild,10060.47
13577,Failure,None,33651.7
6661,Failure,Mild,47676.28
25,Success,None,41635.52
1505,Success,Mild,21069.19
13383,Failure,None,31664.99
1693,Ongoing,Mild,23959.61
8291,Success,None,48708.77
5510,Ongoing,Mild,37414.23
12750,Ongoing,Mild,38311.47
791,Success,None,48895.97
14797,Ongoing,Mild,35810.16
10734,Success,Severe,21440.26
3995,Ongoing,Mild,24625.25
636,Success,Mild,47718.45
6980,Ongoing,Mild,20224.45
6390,Failure,Mild,28033.49
7664,Failure,None,31825.36
14213,Failure,Mild,33951.64
12586,Success,Mild,16933.94
13583,Ongoing,None,48016.89
11274,Ongoing,None,16876.14
8894,Success,Severe,23147.26
2204,Ongoing,Mild,9374.03
5618,Ongoing,Severe,26700.68
5586,Success,Severe,16700.42
7799,Failure,None,14724.57
5569,Failure,Severe,38700.85
9287,Failure,Severe,13925.03
4410,Success,Mild,7034.83
11836,Success,None,18304.69
1193,Failure,Severe,3701.67
3822,Failure,Severe,28538.8
615,Failure,Mild,37620.42
14879,Failure,Mild,22737.99
9015,Failure,None,21084.03
9576,Success,None,29354.42
5872,Ongoing,Severe,25034.96
6172,Failure,Mild,12394.67
3081,Failure,Severe,5599.4
9303,Ongoing,Mild,26450.96
11242,Failure,None,22847.98
1767,Ongoing,None,11372.4
7777,Success,Severe,10960.09
13467,Failure,None,12752.82
13041,Ongoing,None,27305.98
9874,Ongoing,None,31983.29
7022,Ongoing,Mild,20857.34
13231,Failure,Mild,39390.15
10833,Failure,Mild,11634.59
5672,Failure,Mild,32886.68
13245,Failure,None,3701.84
842,Ongoing,None,44161.71
11828,Ongoing,Severe,30871.93
1502,Ongoing,None,17716.15
9952,Failure,Mild,30650.05
3483,Ongoing,Severe,44876.95
1056,Success,Mild,43257.27
9305,Failure,None,41106.15
7124,Failure,Mild,48947.75
10091,Failure,None,33497.11
6535,Failure,Mild,37884.89
4456,Ongoing,Severe,10068.8
14425,Ongoing,None,17562.13
2896,Success,Mild,41266.57
6378,Success,None,18290.92
6692,Success,Mild,2015.19
698,Ongoing,Severe,17275.77
2416,Ongoing,Severe,28201.32
3665,Success,Mild,42699.25
229,Success,Severe,32602.77
10455,Failure,None,43743.44
1281,Ongoing,Severe,2794.2
1541,Ongoing,Mild,36948.93
10398,Failure,Severe,15189.54
9641,Ongoing,Mild,26754.45
13262,Ongoing,None,32634.55
2600,Ongoing,Severe,43966.16
13914,Ongoing,Mild,38660.96
14647,Ongoing,Mild,16342.2
7172,Ongoing,None,30292.74
6709,Ongoing,Mild,14702.56
1976,Ongoing,None,25254.64
3179,Success,None,17557.57
1281,Failure,Severe,26857.65
12188,Failure,Severe,14870.12
7187,Success,Severe,29072.77
14562,Failure,Mild,48586.88
14934,Failure,Severe,7259.7
1793,Failure,None,18545.03
3501,Ongoing,Mild,2021.62
9303,Failure,Mild,19806.03
1002,Ongoing,Severe,45488.08
5824,Success,Mild,45815.8
5860,Failure,Severe,21952.85
2558,Failure,None,18324.24
8725,Ongoing,Severe,16726.06
5826,Ongoing,Severe,40354.45
7668,Ongoing,Severe,34391.5
618,Ongoing,None,42775.71
10883,Failure,Mild,1340.92
11028,Success,Severe,26287.28
13977,Success,Severe,11647.25
817,Failure,None,25735.08
7939,Success,Mild,44400.71
8034,Ongoing,Mild,49319.17
8596,Ongoing,Severe,28562.23
12805,Failure,Severe,3353.65
12577,Ongoing,Severe,5551.69
10327,Failure,Severe,17863.0
2622,Success,Severe,35949.69
7595,Success,Mild,36328.94
6670,Ongoing,None,21784.04
11097,Ongoing,Mild,27945.24
2615,Failure,Severe,24754.04
3845,Failure,Severe,4382.52
12905,Failure,Mild,45924.47
5086,Success,Mild,10584.61
3861,Success,Mild,43356.79
11272,Ongoing,Mild,48985.83
847,Failure,Mild,27544.64
7334,Failure,Severe,46638.55
9469,Failure,Mild,24910.56
13462,Failure,None,44871.74
12456,Failure,Mild,42508.7
3607,Failure,Severe,30096.78
13165,Ongoing,Severe,26047.39
6632,Success,Severe,2610.11
7169,Ongoing,Mild,36572.23
3701,Success,None,30477.78
7681,Ongoing,Severe,21797.39
14560,Failure,Mild,3176.76
5149,Success,Severe,2978.68
14,Success,None,3493.45
10629,Success,Severe,37190.2
1924,Success,Mild,40937.41
3497,Ongoing,Mild,26545.83
14899,Success,Mild,8957.61
3476,Failure,None,42566.74
7294,Success,Severe,39678.39
4783,Failure,Mild,29985.99
6294,Ongoing,Mild,16334.82
11208,Ongoing,Mild,26630.81
14774,Failure,Mild,9641.02
6401,Failure,Mild,27467.19
3319,Success,Severe,11749.89
13142,Success,Severe,15363.19
3796,Ongoing,None,8212.22
6255,Success,None,6006.19
10764,Failure,Severe,10863.8
14538,Failure,Severe,22846.63
10771,Ongoing,Severe,15874.92
12167,Failure,Severe,39260.04
10410,Ongoing,Mild,35762.98
13249,Failure,Mild,39747.69
5107,Ongoing,Severe,5543.4
14151,Failure,Severe,34073.26
5828,Ongoing,Mild,11513.66
8022,Success,Severe,12651.23
8125,Failure,None,7105.79
10449,Ongoing,Severe,4533.83
7239,Success,None,45018.55
4285,Ongoing,None,14174.4
5600,Failure,Mild,37894.5
8135,Success,Severe,47027.09
9770,Ongoing,Mild,1081.87
2798,Ongoing,None,19028.94
104,Failure,None,36819.55
1478,Ongoing,Mild,9327.75
11058,Ongoing,Severe,34790.07
8884,Success,Severe,20341.31
11965,Failure,Severe,9410.2
669,Success,Severe,10210.27
12404,Failure,None,33016.34
4676,Ongoing,Mild,3183.3
2748,Failure,None,49767.02
12406,Failure,None,11014.7
8948,Failure,None,26799.83
301,Ongoing,Severe,4502.35
8070,Success,Mild,35180.69
11192,Failure,Severe,31093.08
4884,Success,Severe,45787.59
13457,Failure,Mild,32662.75
13436,Success,Severe,43108.28
13188,Success,None,41472.13
12541,Failure,Severe,37330.87
6119,Failure,Mild,44767.87
7610,Success,Severe,35259.97
6604,Success,None,17312.1
6282,Failure,None,2355.6
3236,Ongoing,Mild,8436.35
4448,Ongoing,None,22125.19
13039,Ongoing,None,33853.57
10836,Failure,Severe,30560.23
10759,Failure,Severe,20893.07
7081,Ongoing,Severe,15650.23
522,Ongoing,Mild,1725.89
2152,Ongoing,Mild,3430.08
14042,Success,Severe,29091.87
7678,Ongoing,None,39202.9
1754,Ongoing,Severe,32217.09
10780,Ongoing,Mild,22171.36
5436,Success,Severe,37853.82
3983,Success,Severe,15094.95
10423,Success,Mild,6860.42
2879,Success,None,13160.37
317,Ongoing,Severe,13160.99
11421,Ongoing,Severe,25383.09
11246,Success,Severe,26437.09
11627,Success,Severe,14591.23
13038,Ongoing,Mild,20906.64
7027,Success,Severe,18366.89
12080,Success,Severe,21008.2
9510,Failure,Severe,6356.19
7834,Ongoing,Severe,10992.61
9419,Success,Severe,48033.36
11395,Success,Mild,11417.53
13918,Failure,Mild,22311.9
8364,Ongoing,None,44845.58
9666,Ongoing,Mild,24592.31
3767,Success,None,26166.56
4297,Success,None,28569.9
13243,Ongoing,Mild,29596.15
8397,Ongoing,Mild,9622.16
9493,Ongoing,Mild,41194.24
1841,Ongoing,Severe,29838.5
6372,Ongoing,Severe,30860.38
1840,Ongoing,None,22362.15
12457,Success,Mild,28028.05
4134,Failure,Mild,23200.38
14287,Ongoing,Severe,28978.57
169,Failure,Mild,24324.71
5669,Ongoing,Severe,5150.76
12199,Ongoing,None,21955.98
11721,Success,Severe,39580.44
4397,Failure,Mild,29349.63
879,Ongoing,Severe,36638.6
6083,Success,Severe,43249.39
5682,Success,None,12249.13
4121,Ongoing,Severe,46023.79
8999,Failure,Severe,11923.44
7621,Failure,None,19024.73
12443,Failure,None,5136.63
6982,Failure,Mild,41493.38
4275,Success,None,3068.24
10544,Failure,Severe,49639.05
13346,Ongoing,Severe,41492.44
3888,Failure,None,28048.45
12667,Failure,Mild,18425.07
9490,Failure,Severe,36863.67
12591,Failure,None,24320.65
9191,Failure,Mild,1069.51
4626,Success,Severe,6811.91
11308,Success,Severe,47213.8
9829,Success,Mild,22401.16
3205,Failure,None,38107.56
3137,Ongoing,Severe,22285.93
8045,Failure,None,47752.26
7270,Ongoing,Severe,21361.56
2882,Ongoing,None,33991.65
952,Ongoing,Severe,2371.45
13249,Ongoing,Severe,30149.72
11605,Success,Mild,14215.76
5498,Success,Severe,29889.56
9966,Ongoing,Severe,23642.66
6835,Success,None,48789.83
11160,Failure,Severe,23157.07
3651,Failure,Mild,38408.56
4831,Ongoing,Mild,24862.18
8630,Ongoing,Severe,9781.0
6624,Ongoing,None,10494.64
13343,Failure,Mild,1525.24
14707,Failure,Severe,1148.98
9808,Ongoing,None,39354.82
10633,Ongoing,Severe,44159.95
13771,Success,Mild,5174.37
4357,Ongoing,Mild,20168.52
14670,Success,None,19054.6
7190,Success,Mild,17942.89
12080,Failure,Mild,11356.06
6117,Failure,None,43682.08
5178,Ongoing,Mild,2058.95
1315,Failure,Mild,29438.45
1593,Failure,Mild,28385.7
6294,Failure,None,22292.11
5152,Ongoing,Mild,29709.36
10741,Success,None,15133.09
14768,Ongoing,Severe,38020.99
12929,Failure,Mild,46992.84
8673,Ongoing,Severe,12234.46
10716,Success,None,2200.33
1507,Success,Mild,12448.33
4060,Success,None,41935.62
5659,Failure,None,24441.8
12725,Success,Severe,20804.93
9454,Failure,None,22739.02
1982,Failure,Mild,2393.74
14356,Failure,Mild,43261.43
10746,Success,None,36243.38
11866,Success,None,8739.46
8617,Ongoing,None,12417.04
13769,Success,None,9110.77
14578,Success,Mild,32180.96
5686,Failure,None,3769.79
9827,Ongoing,Mild,21650.8
14074,Ongoing,Mild,27035.33
3068,Failure,Severe,4507.72
1129,Success,Severe,23516.91
4261,Ongoing,Mild,8577.43
10589,Success,None,35507.18
8331,Failure,None,17775.46
6835,Success,None,6779.66
1710,Success,Mild,42802.44
3265,Success,None,34463.77
2883,Ongoing,Mild,39225.66
12421,Ongoing,Severe,29462.59
10791,Failure,None,7572.9
14675,Success,Severe,6089.26
13075,Failure,None,2752.38
6174,Failure,None,20921.24
14438,Ongoing,None,21799.92
4620,Success,Mild,7583.4
8347,Success,Severe,1235.99
13965,Ongoing,Severe,15255.44
279,Failure,Mild,18934.9
13697,Ongoing,Mild,25796.67
6086,Success,Severe,12694.51
4155,Ongoing,Severe,12028.51
11040,Success,None,10909.94
2666,Failure,None,32995.9
10171,Failure,Severe,23120.47
1559,Success,None,2716.41
9227,Failure,Mild,35394.16
10525,Failure,Severe,33961.85
8172,Ongoing,None,41394.79
14061,Success,Severe,26678.61
12599,Failure,None,24961.36
7353,Ongoing,Severe,49381.2
9248,Ongoing,None,43852.82
11455,Failure,Mild,18286.36
14669,Failure,Severe,22274.56
1126,Failure,Severe,10868.71
6810,Failure,None,1576.08
11495,Ongoing,Mild,1996.47
6484,Failure,None,42035.29
14039,Failure,Mild,42122.54
8375,Failure,Mild,42619.03
10937,Failure,Mild,49908.56
2152,Failure,Severe,41583.08
3109,Ongoing,None,10011.88
10796,Ongoing,Mild,46633.71
8652,Success,None,45540.96
8459,Failure,Severe,2435.01
7622,Ongoing,Severe,38174.94
1793,Success,None,17443.76
5556,Ongoing,Severe,11040.57
822,Failure,Mild,11632.09
9193,Success,Mild,26858.41
4248,Failure,None,29092.57
4686,Failure,None,11731.59
8164,Success,Mild,31425.06
7252,Failure,None,9050.63
11972,Ongoing,None,16964.36
13117,Failure,Mild,35780.11
911,Success,Mild,29393.13
13874,Success,Severe,16350.68
12071,Success,None,39193.8
863,Ongoing,Mild,7299.11
11152,Ongoing,Severe,6213.49
12607,Failure,None,25912.37
3030,Ongoing,Severe,7653.09
13569,Ongoing,Mild,23665.48
8257,Ongoing,Mild,6857.93
6002,Ongoing,Mild,16970.53
12118,Ongoing,Severe,10639.33
3358,Success,None,31454.85
8651,Ongoing,Severe,10722.7
7424,Success,None,16910.57
64,Success,Mild,44603.43
14073,Ongoing,Severe,30485.59
5130,Failure,Mild,14562.27
329,Success,Severe,2369.91
4208,Ongoing,None,21546.68
531,Failure,Severe,16100.98
808,Failure,Mild,14013.7
5284,Failure,None,42260.77
3750,Failure,Severe,22314.56
3203,Failure,Severe,19108.01
12763,Failure,Mild,21104.42
5873,Success,Severe,17108.42
4866,Ongoing,Severe,15495.96
3731,Ongoing,Mild,33848.78
13302,Ongoing,Severe,14089.57
4101,Ongoing,None,31166.79
3809,Failure,None,22062.01
10698,Success,None,38577.59
3625,Failure,None,49193.32
14168,Success,None,25275.3
12787,Failure,Mild,26342.91
12733,Ongoing,Severe,46823.92
8356,Failure,Mild,9428.97
14169,Success,Mild,9284.42
14170,Success,Severe,25551.52
5691,Failure,Severe,44982.42
14101,Success,Mild,18266.56
8025,Ongoing,None,40014.93
355,Failure,Severe,33256.03
1212,Failure,Severe,41879.18
12434,Ongoing,Severe,27439.58
2444,Failure,None,36674.22
1197,Success,Mild,49712.46
10882,Failure,Mild,4228.29
6576,Success,None,20146.37
9321,Success,None,36553.28
280,Ongoing,Severe,1737.36
9189,Success,Severe,34167.69
10012,Ongoing,None,16297.87
2207,Ongoing,None,36057.94
1327,Success,Severe,13612.14
9379,Success,None,46963.82
9186,Failure,Mild,32268.1
1590,Failure,None,16321.69
1823,Failure,Mild,3320.4
14107,Success,Severe,3643.5
11973,Failure,None,41667.18
6832,Ongoing,None,29446.39
9022,Success,Severe,46714.46
14143,Failure,None,9852.83
725,Ongoing,Mild,47303.29
12940,Ongoing,Severe,42135.14
10713,Ongoing,None,40349.87
5220,Failure,None,44646.87
13997,Failure,Severe,8324.93
1126,Success,Mild,34669.99
9345,Ongoing,Severe,18305.93
4674,Success,Mild,46179.77
8938,Success,Mild,10111.04
11820,Ongoing,Severe,3762.81
14111,Failure,Mild,31427.9
9257,Ongoing,Severe,13623.31
1206,Success,Mild,10668.74
8078,Success,None,12276.02
2224,Success,Mild,37238.81
3823,Ongoing,Mild,48364.49
12913,Ongoing,Mild,37559.12
10182,Ongoing,None,40186.93
639,Failure,Mild,47029.38
646,Success,Severe,3217.48
3286,Failure,None,39119.91
14122,Failure,Mild,7340.3
269,Ongoing,Mild,47387.79
13461,Ongoing,None,44923.85
10136,Failure,Mild,33645.99
7680,Failure,Mild,32422.6
7042,Ongoing,Severe,27523.4
6821,Success,Mild,13993.33
4279,Ongoing,None,26870.89
2841,Failure,None,15357.21
11755,Ongoing,None,15945.83
1119,Failure,None,19621.59
246,Failure,None,13918.91
1287,Failure,Mild,42301.08
9738,Failure,Severe,13107.41
10085,Ongoing,Severe,38252.4
7865,Failure,None,30220.22
6336,Failure,Mild,42427.57
10313,Failure,Severe,32563.8
864,Success,None,15645.8
13270,Ongoing,Severe,32738.95
8438,Success,Mild,29065.25
12480,Ongoing,None,37529.58
4138,Failure,Severe,12752.99
3030,Ongoing,None,49134.14
1959,Failure,Mild,6478.3
2046,Failure,Severe,16144.73
7299,Ongoing,None,18462.12
7314,Ongoing,None,27177.5
11550,Ongoing,Severe,18117.98
10999,Success,Mild,16721.81
11367,Ongoing,Severe,26072.95
11665,Ongoing,Mild,20525.82
13088,Failure,None,28052.15
14801,Failure,Mild,23915.88
6035,Success,None,28326.41
13535,Success,Severe,49994.63
13653,Failure,Severe,44180.29
12523,Failure,None,33752.85
8131,Success,None,14115.99
5856,Ongoing,Mild,22229.08
14517,Failure,Mild,13850.54
11066,Failure,Mild,3914.28
1462,Failure,Mild,25048.58
14345,Failure,Severe,24582.83
13990,Failure,Severe,45626.99
4930,Ongoing,Mild,37613.4
1846,Success,Mild,19199.45
1102,Ongoing,Severe,15330.28
11794,Success,Severe,21969.38
7172,Ongoing,Mild,44524.43
13411,Success,None,41433.74
1657,Ongoing,Severe,19575.38
7053,Failure,Severe,3318.54
7064,Failure,Severe,7008.62
5998,Failure,Mild,28736.49
9787,Failure,Mild,44129.81
8602,Failure,Mild,36048.17
6744,Ongoing,Severe,36426.95
6105,Success,None,38113.22
10210,Ongoing,Mild,7099.11
14983,Success,Severe,45434.78
5638,Success,Severe,41873.73
11437,Ongoing,None,30303.46
3087,Failure,Severe,37983.83
4376,Ongoing,None,46660.54
9363,Success,Mild,39331.66
1930,Success,Mild,27568.03
6799,Failure,None,15998.21
5130,Failure,Severe,39812.96
5808,Success,None,43635.0
2270,Ongoing,Severe,18187.05
14727,Ongoing,None,5714.05
9399,Ongoing,Mild,25824.23
8235,Success,Mild,32414.37
9316,Success,Severe,22455.11
8792,Failure,None,2714.18
1101,Failure,Mild,33414.83
2484,Failure,None,26158.21
7182,Ongoing,Severe,4358.89
13863,Ongoing,Severe,4454.65
10261,Failure,Mild,40975.0
8251,Ongoing,Severe,2494.48
2661,Ongoing,None,15341.86
4628,Failure,Mild,43066.97
6948,Ongoing,Severe,34198.04
3118,Ongoing,Mild,8638.17
7735,Success,Mild,19499.26
3863,Success,Severe,4543.1
5154,Ongoing,Mild,21225.62
11003,Success,Mild,27836.59
4989,Ongoing,None,18229.15
7610,Success,Severe,43858.68
12564,Success,None,27063.41
8469,Success,Mild,9611.57
3523,Failure,Severe,41355.38
10391,Success,Severe,44033.06
7218,Ongoing,Severe,16515.09
