trial_id,study_id,study_phase
7232,68,Phase 3
7233,31,Phase 3
7234,69,Phase 1
7235,166,Phase 1
7236,190,Phase 2
7237,33,Phase 2
7238,90,Phase 1
7239,153,Phase 2
7240,148,Phase 3
7241,66,Phase 1
7242,166,Phase 1
7243,84,Phase 1
7244,199,Phase 2
7245,110,Phase 1
7246,26,Phase 2
7247,84,Phase 3
7248,122,Phase 3
7249,131,Phase 2
7250,194,Phase 3
7251,51,Phase 3
7252,103,Phase 3
7253,36,Phase 1
7254,91,Phase 3
7255,171,Phase 2
7256,128,Phase 2
7257,189,Phase 2
7258,96,Phase 1
7259,69,Phase 3
7260,117,Phase 2
7261,92,Phase 2
7262,143,Phase 1
7263,28,Phase 3
7264,15,Phase 3
7265,84,Phase 1
7266,65,Phase 3
7267,47,Phase 1
7268,100,Phase 3
7269,108,Phase 3
7270,152,Phase 3
7271,45,Phase 3
7272,71,Phase 2
7273,76,Phase 1
7274,132,Phase 1
7275,8,Phase 3
7276,87,Phase 3
7277,15,Phase 1
7278,145,Phase 3
7279,81,Phase 3
7280,162,Phase 2
7281,179,Phase 3
7282,10,Phase 2
7283,159,Phase 3
7284,173,Phase 2
7285,102,Phase 2
7286,131,Phase 2
7287,139,Phase 1
7288,186,Phase 3
7289,184,Phase 2
7290,140,Phase 1
7291,187,Phase 2
7292,157,Phase 1
7293,97,Phase 2
7294,99,Phase 3
7295,185,Phase 3
7296,176,Phase 1
7297,130,Phase 2
7298,21,Phase 2
7299,148,Phase 3
7300,57,Phase 3
7301,175,Phase 1
7302,151,Phase 3
7303,33,Phase 1
7304,22,Phase 1
7305,32,Phase 2
7306,78,Phase 2
7307,5,Phase 1
7308,184,Phase 1
7309,141,Phase 2
7310,85,Phase 3
7311,44,Phase 3
7312,119,Phase 2
7313,56,Phase 3
7314,95,Phase 2
7315,136,Phase 1
7316,116,Phase 2
7317,138,Phase 2
7318,165,Phase 3
7319,192,Phase 2
7320,158,Phase 1
7321,74,Phase 3
7322,180,Phase 2
7323,119,Phase 2
7324,176,Phase 2
7325,195,Phase 1
7326,81,Phase 1
7327,68,Phase 3
7328,47,Phase 1
7329,137,Phase 3
7330,41,Phase 1
7331,163,Phase 3
7332,156,Phase 2
7333,83,Phase 1
7334,159,Phase 2
7335,88,Phase 1
7336,104,Phase 2
7337,47,Phase 1
7338,67,Phase 2
7339,39,Phase 1
7340,114,Phase 3
7341,106,Phase 2
7342,17,Phase 2
7343,169,Phase 3
7344,31,Phase 1
7345,18,Phase 1
7346,32,Phase 3
7347,49,Phase 3
7348,103,Phase 1
7349,9,Phase 3
7350,95,Phase 2
7351,102,Phase 3
7352,54,Phase 3
7353,20,Phase 2
7354,169,Phase 3
7355,18,Phase 2
7356,52,Phase 3
7357,159,Phase 2
7358,30,Phase 1
7359,100,Phase 3
7360,24,Phase 1
7361,127,Phase 2
7362,18,Phase 1
7363,100,Phase 1
7364,130,Phase 1
7365,130,Phase 2
7366,171,Phase 2
7367,42,Phase 2
7368,139,Phase 2
7369,101,Phase 3
7370,162,Phase 2
7371,111,Phase 2
7372,181,Phase 2
7373,135,Phase 1
7374,170,Phase 3
7375,164,Phase 3
7376,40,Phase 1
7377,41,Phase 2
7378,49,Phase 2
7379,107,Phase 1
7380,141,Phase 2
7381,43,Phase 2
7382,9,Phase 2
7383,133,Phase 3
7384,3,Phase 1
7385,72,Phase 3
7386,57,Phase 1
7387,78,Phase 2
7388,71,Phase 3
7389,110,Phase 1
7390,75,Phase 1
7391,123,Phase 2
7392,133,Phase 3
7393,116,Phase 2
7394,55,Phase 3
7395,98,Phase 3
7396,182,Phase 1
7397,27,Phase 2
7398,22,Phase 3
7399,54,Phase 2
7400,97,Phase 2
7401,76,Phase 2
7402,162,Phase 1
7403,85,Phase 1
7404,52,Phase 2
7405,92,Phase 3
7406,95,Phase 3
7407,140,Phase 2
7408,135,Phase 2
7409,130,Phase 3
7410,176,Phase 2
7411,123,Phase 3
7412,65,Phase 2
7413,109,Phase 2
7414,140,Phase 3
7415,174,Phase 2
7416,156,Phase 2
7417,1,Phase 2
7418,183,Phase 3
7419,47,Phase 3
7420,183,Phase 1
7421,179,Phase 2
7422,63,Phase 3
7423,109,Phase 1
7424,135,Phase 3
7425,38,Phase 2
7426,40,Phase 1
7427,92,Phase 3
7428,25,Phase 2
7429,117,Phase 1
7430,10,Phase 2
7431,57,Phase 2
7432,30,Phase 2
7433,169,Phase 3
7434,88,Phase 3
7435,119,Phase 1
7436,138,Phase 1
7437,74,Phase 1
7438,38,Phase 1
7439,131,Phase 2
7440,127,Phase 2
7441,182,Phase 3
7442,168,Phase 3
7443,98,Phase 2
7444,121,Phase 2
7445,55,Phase 1
7446,90,Phase 2
7447,171,Phase 1
7448,149,Phase 1
7449,171,Phase 3
7450,4,Phase 2
7451,142,Phase 3
7452,109,Phase 3
7453,153,Phase 3
7454,126,Phase 3
7455,26,Phase 1
7456,128,Phase 1
7457,104,Phase 2
7458,67,Phase 3
7459,127,Phase 3
7460,10,Phase 3
7461,78,Phase 3
7462,129,Phase 3
7463,179,Phase 3
7464,132,Phase 1
7465,123,Phase 1
7466,147,Phase 3
7467,78,Phase 2
7468,93,Phase 1
7469,42,Phase 3
7470,170,Phase 3
7471,13,Phase 3
7472,179,Phase 2
7473,144,Phase 1
7474,153,Phase 1
7475,53,Phase 3
7476,117,Phase 1
7477,52,Phase 1
7478,63,Phase 3
7479,139,Phase 3
7480,65,Phase 2
7481,133,Phase 3
7482,84,Phase 2
7483,131,Phase 2
7484,82,Phase 3
7485,8,Phase 2
7486,55,Phase 1
7487,58,Phase 2
7488,9,Phase 1
7489,70,Phase 3
7490,50,Phase 2
7491,150,Phase 2
7492,154,Phase 1
7493,27,Phase 3
7494,87,Phase 2
7495,123,Phase 2
7496,198,Phase 3
7497,196,Phase 1
7498,16,Phase 3
7499,193,Phase 3
7500,120,Phase 2
7501,162,Phase 2
7502,189,Phase 1
7503,57,Phase 2
7504,155,Phase 3
7505,69,Phase 2
7506,113,Phase 3
7507,43,Phase 1
7508,116,Phase 1
7509,193,Phase 2
7510,148,Phase 3
7511,160,Phase 2
7512,64,Phase 3
7513,156,Phase 3
7514,45,Phase 3
7515,76,Phase 1
7516,39,Phase 3
7517,68,Phase 3
7518,160,Phase 2
7519,31,Phase 1
7520,89,Phase 2
7521,1,Phase 3
7522,101,Phase 1
7523,76,Phase 3
7524,170,Phase 1
7525,17,Phase 1
7526,176,Phase 2
7527,83,Phase 1
7528,191,Phase 1
7529,48,Phase 3
7530,144,Phase 3
7531,36,Phase 1
7532,182,Phase 2
7533,61,Phase 2
7534,69,Phase 1
7535,173,Phase 1
7536,110,Phase 1
7537,101,Phase 1
7538,143,Phase 2
7539,63,Phase 1
7540,149,Phase 1
7541,164,Phase 1
7542,102,Phase 1
7543,45,Phase 2
7544,73,Phase 2
7545,133,Phase 1
7546,32,Phase 1
7547,52,Phase 1
7548,55,Phase 3
7549,80,Phase 3
7550,32,Phase 3
7551,173,Phase 3
7552,106,Phase 3
7553,180,Phase 2
7554,164,Phase 3
7555,178,Phase 1
7556,30,Phase 1
7557,106,Phase 1
7558,112,Phase 2
7559,138,Phase 1
7560,148,Phase 1
7561,19,Phase 1
7562,149,Phase 1
7563,63,Phase 2
7564,15,Phase 1
7565,100,Phase 2
7566,127,Phase 1
7567,194,Phase 2
7568,10,Phase 2
7569,29,Phase 1
7570,2,Phase 1
7571,163,Phase 2
7572,58,Phase 1
7573,132,Phase 3
7574,81,Phase 3
7575,170,Phase 1
7576,7,Phase 3
7577,25,Phase 1
7578,80,Phase 3
7579,114,Phase 2
7580,113,Phase 2
7581,139,Phase 3
7582,184,Phase 1
7583,75,Phase 3
7584,168,Phase 2
7585,91,Phase 2
7586,41,Phase 1
7587,28,Phase 1
7588,125,Phase 3
7589,163,Phase 3
7590,1,Phase 1
7591,28,Phase 1
7592,157,Phase 3
7593,42,Phase 1
7594,16,Phase 1
7595,172,Phase 1
7596,93,Phase 1
7597,76,Phase 3
7598,165,Phase 2
7599,19,Phase 3
7600,191,Phase 3
7601,179,Phase 3
7602,161,Phase 3
7603,194,Phase 2
7604,31,Phase 3
7605,96,Phase 2
7606,175,Phase 2
7607,10,Phase 1
7608,41,Phase 3
7609,52,Phase 3
7610,27,Phase 2
7611,160,Phase 2
7612,57,Phase 3
7613,146,Phase 2
7614,99,Phase 1
7615,164,Phase 2
7616,110,Phase 1
7617,109,Phase 2
7618,25,Phase 3
7619,10,Phase 2
7620,64,Phase 3
7621,198,Phase 2
7622,101,Phase 1
7623,163,Phase 2
7624,80,Phase 2
7625,117,Phase 1
7626,3,Phase 3
7627,121,Phase 2
7628,167,Phase 2
7629,25,Phase 1
7630,90,Phase 3
7631,143,Phase 1
7632,31,Phase 2
7633,44,Phase 1
7634,112,Phase 1
7635,112,Phase 2
7636,48,Phase 2
7637,126,Phase 3
7638,162,Phase 1
7639,38,Phase 3
7640,38,Phase 1
7641,33,Phase 2
7642,99,Phase 1
7643,112,Phase 3
7644,4,Phase 2
7645,150,Phase 3
7646,8,Phase 2
7647,126,Phase 3
7648,173,Phase 1
7649,100,Phase 3
7650,109,Phase 1
7651,169,Phase 1
7652,104,Phase 1
7653,6,Phase 3
7654,123,Phase 2
7655,120,Phase 2
7656,142,Phase 1
7657,138,Phase 3
7658,198,Phase 3
7659,24,Phase 2
7660,12,Phase 1
7661,159,Phase 1
7662,110,Phase 2
7663,180,Phase 3
7664,144,Phase 2
7665,153,Phase 2
7666,185,Phase 3
7667,8,Phase 2
7668,186,Phase 2
7669,163,Phase 2
7670,49,Phase 2
7671,58,Phase 1
7672,140,Phase 1
7673,184,Phase 2
7674,76,Phase 3
7675,29,Phase 2
7676,128,Phase 2
7677,185,Phase 2
7678,196,Phase 1
7679,125,Phase 1
7680,172,Phase 2
7681,158,Phase 1
7682,98,Phase 3
7683,14,Phase 2
7684,25,Phase 1
7685,70,Phase 2
7686,129,Phase 3
7687,172,Phase 1
7688,8,Phase 3
7689,5,Phase 2
7690,42,Phase 3
7691,197,Phase 2
7692,94,Phase 2
7693,140,Phase 2
7694,164,Phase 1
7695,96,Phase 2
7696,66,Phase 1
7697,62,Phase 1
7698,162,Phase 1
7699,52,Phase 3
7700,104,Phase 3
7701,6,Phase 3
7702,2,Phase 2
7703,63,Phase 1
7704,179,Phase 3
7705,77,Phase 2
7706,22,Phase 1
7707,88,Phase 2
7708,30,Phase 1
7709,125,Phase 1
7710,163,Phase 3
7711,118,Phase 1
7712,25,Phase 1
7713,11,Phase 3
7714,75,Phase 3
7715,159,Phase 1
7716,190,Phase 2
7717,198,Phase 2
7718,144,Phase 1
7719,57,Phase 3
7720,105,Phase 1
7721,144,Phase 1
7722,181,Phase 3
7723,48,Phase 2
7724,46,Phase 3
7725,175,Phase 1
7726,62,Phase 1
7727,24,Phase 1
7728,4,Phase 1
7729,61,Phase 1
7730,92,Phase 2
7731,10,Phase 3
7732,5,Phase 3
7733,109,Phase 1
7734,191,Phase 1
7735,61,Phase 3
7736,142,Phase 3
7737,198,Phase 1
7738,51,Phase 3
7739,47,Phase 3
7740,159,Phase 2
7741,178,Phase 2
7742,20,Phase 1
7743,124,Phase 1
7744,186,Phase 3
7745,48,Phase 3
7746,68,Phase 3
7747,178,Phase 1
7748,184,Phase 2
7749,71,Phase 2
7750,27,Phase 1
7751,116,Phase 1
7752,187,Phase 1
7753,51,Phase 2
7754,24,Phase 3
7755,131,Phase 3
7756,37,Phase 2
7757,184,Phase 3
7758,109,Phase 1
7759,97,Phase 1
7760,160,Phase 1
7761,156,Phase 2
7762,153,Phase 2
7763,141,Phase 2
7764,100,Phase 3
7765,172,Phase 3
7766,176,Phase 1
7767,164,Phase 3
7768,76,Phase 2
7769,172,Phase 3
7770,10,Phase 3
7771,121,Phase 3
7772,101,Phase 1
7773,153,Phase 1
7774,152,Phase 2
7775,161,Phase 1
7776,125,Phase 3
7777,142,Phase 3
7778,188,Phase 1
7779,168,Phase 2
7780,59,Phase 3
7781,18,Phase 2
7782,132,Phase 3
7783,112,Phase 2
7784,173,Phase 3
7785,138,Phase 3
7786,14,Phase 2
7787,30,Phase 1
7788,108,Phase 3
7789,70,Phase 3
7790,193,Phase 1
7791,94,Phase 3
7792,84,Phase 1
7793,43,Phase 2
7794,52,Phase 1
7795,135,Phase 2
7796,78,Phase 2
7797,92,Phase 2
7798,134,Phase 3
7799,114,Phase 1
7800,108,Phase 3
7801,174,Phase 1
7802,80,Phase 1
7803,169,Phase 3
7804,39,Phase 3
7805,52,Phase 3
7806,177,Phase 2
7807,190,Phase 2
7808,72,Phase 1
7809,50,Phase 3
7810,59,Phase 3
7811,137,Phase 2
7812,91,Phase 1
7813,108,Phase 2
7814,49,Phase 1
7815,193,Phase 2
7816,182,Phase 1
7817,26,Phase 1
7818,178,Phase 3
7819,91,Phase 2
7820,171,Phase 1
7821,94,Phase 3
7822,50,Phase 1
7823,150,Phase 1
7824,144,Phase 1
7825,179,Phase 3
7826,129,Phase 3
7827,34,Phase 1
7828,195,Phase 2
7829,139,Phase 3
7830,101,Phase 2
7831,87,Phase 2
7832,101,Phase 1
7833,138,Phase 1
7834,103,Phase 2
7835,82,Phase 2
7836,35,Phase 2
7837,94,Phase 3
7838,180,Phase 2
7839,81,Phase 2
7840,131,Phase 3
7841,3,Phase 2
7842,113,Phase 2
7843,112,Phase 2
7844,75,Phase 2
7845,16,Phase 2
7846,21,Phase 2
7847,158,Phase 1
7848,162,Phase 3
7849,109,Phase 2
7850,137,Phase 2
7851,80,Phase 3
7852,37,Phase 1
7853,86,Phase 1
7854,5,Phase 1
7855,199,Phase 1
7856,122,Phase 2
7857,102,Phase 2
7858,62,Phase 3
7859,88,Phase 3
7860,106,Phase 2
7861,110,Phase 3
7862,41,Phase 1
7863,125,Phase 3
7864,150,Phase 3
7865,149,Phase 2
7866,9,Phase 1
7867,185,Phase 2
7868,139,Phase 2
7869,9,Phase 2
7870,30,Phase 3
7871,76,Phase 2
7872,164,Phase 1
7873,182,Phase 1
7874,39,Phase 3
7875,162,Phase 3
7876,164,Phase 1
7877,9,Phase 1
7878,143,Phase 1
7879,15,Phase 2
7880,47,Phase 2
7881,22,Phase 3
7882,112,Phase 1
7883,152,Phase 1
7884,100,Phase 1
7885,6,Phase 1
7886,56,Phase 3
7887,108,Phase 1
7888,31,Phase 1
7889,27,Phase 2
7890,114,Phase 2
7891,184,Phase 2
7892,17,Phase 2
7893,54,Phase 3
7894,153,Phase 1
7895,138,Phase 3
7896,186,Phase 1
7897,55,Phase 3
7898,23,Phase 2
7899,129,Phase 2
7900,171,Phase 3
7901,176,Phase 2
7902,156,Phase 3
7903,159,Phase 1
7904,140,Phase 1
7905,10,Phase 3
7906,88,Phase 2
7907,59,Phase 3
7908,129,Phase 2
7909,68,Phase 2
7910,190,Phase 3
7911,55,Phase 3
7912,169,Phase 2
7913,43,Phase 3
7914,45,Phase 2
7915,104,Phase 3
7916,26,Phase 2
7917,138,Phase 2
7918,169,Phase 1
7919,101,Phase 1
7920,123,Phase 2
7921,16,Phase 2
7922,24,Phase 2
7923,178,Phase 1
7924,64,Phase 3
7925,126,Phase 1
7926,99,Phase 3
7927,102,Phase 2
7928,83,Phase 3
7929,99,Phase 2
7930,193,Phase 1
7931,81,Phase 3
7932,91,Phase 2
7933,141,Phase 2
7934,90,Phase 2
7935,181,Phase 1
7936,98,Phase 1
7937,78,Phase 1
7938,164,Phase 3
7939,75,Phase 2
7940,107,Phase 1
7941,3,Phase 3
7942,187,Phase 2
7943,96,Phase 3
7944,31,Phase 3
7945,105,Phase 2
7946,56,Phase 2
7947,51,Phase 2
7948,200,Phase 1
7949,119,Phase 1
7950,187,Phase 1
7951,53,Phase 3
7952,195,Phase 2
7953,92,Phase 3
7954,31,Phase 1
7955,43,Phase 1
7956,111,Phase 1
7957,31,Phase 1
7958,167,Phase 1
7959,75,Phase 1
7960,148,Phase 3
7961,79,Phase 1
7962,199,Phase 3
7963,188,Phase 2
7964,153,Phase 2
7965,192,Phase 1
7966,140,Phase 2
7967,115,Phase 3
7968,117,Phase 2
7969,18,Phase 2
7970,95,Phase 3
7971,88,Phase 1
7972,13,Phase 2
7973,172,Phase 2
7974,82,Phase 1
7975,193,Phase 3
7976,19,Phase 2
7977,11,Phase 3
7978,18,Phase 1
7979,193,Phase 2
7980,163,Phase 1
7981,130,Phase 1
7982,8,Phase 3
7983,149,Phase 2
7984,140,Phase 3
7985,148,Phase 1
7986,98,Phase 3
7987,153,Phase 3
7988,141,Phase 2
7989,136,Phase 2
7990,190,Phase 1
7991,200,Phase 2
7992,38,Phase 1
7993,121,Phase 2
7994,52,Phase 2
7995,49,Phase 1
7996,25,Phase 2
7997,168,Phase 2
7998,194,Phase 1
7999,117,Phase 3
8000,48,Phase 3
8001,156,Phase 1
8002,126,Phase 1
8003,166,Phase 3
8004,125,Phase 2
8005,105,Phase 2
8006,15,Phase 2
8007,65,Phase 1
8008,13,Phase 1
8009,60,Phase 1
8010,121,Phase 1
8011,85,Phase 2
8012,176,Phase 1
8013,3,Phase 1
8014,157,Phase 2
8015,21,Phase 2
8016,88,Phase 1
8017,32,Phase 3
8018,24,Phase 1
8019,84,Phase 1
8020,151,Phase 2
8021,89,Phase 1
8022,62,Phase 2
8023,60,Phase 1
8024,74,Phase 1
8025,173,Phase 1
8026,57,Phase 2
8027,134,Phase 3
8028,71,Phase 3
8029,59,Phase 1
8030,66,Phase 1
8031,29,Phase 1
8032,187,Phase 1
8033,191,Phase 2
8034,44,Phase 2
8035,170,Phase 2
8036,33,Phase 1
8037,50,Phase 1
8038,94,Phase 1
8039,198,Phase 2
8040,82,Phase 3
8041,184,Phase 3
8042,144,Phase 3
8043,187,Phase 3
8044,122,Phase 2
8045,189,Phase 1
8046,60,Phase 1
8047,100,Phase 1
8048,81,Phase 1
8049,160,Phase 1
8050,81,Phase 2
8051,159,Phase 3
8052,1,Phase 1
8053,192,Phase 1
8054,125,Phase 2
8055,136,Phase 2
8056,55,Phase 2
8057,147,Phase 1
8058,181,Phase 3
8059,122,Phase 3
8060,17,Phase 3
8061,107,Phase 2
8062,27,Phase 2
8063,159,Phase 2
8064,150,Phase 1
8065,183,Phase 2
8066,115,Phase 1
8067,43,Phase 2
8068,171,Phase 1
8069,100,Phase 3
8070,12,Phase 3
8071,121,Phase 3
8072,94,Phase 2
8073,89,Phase 3
8074,132,Phase 2
8075,163,Phase 2
8076,15,Phase 3
8077,4,Phase 1
8078,108,Phase 2
8079,135,Phase 2
8080,114,Phase 2
8081,152,Phase 1
8082,97,Phase 1
8083,85,Phase 2
8084,84,Phase 2
8085,111,Phase 1
8086,73,Phase 2
8087,65,Phase 1
8088,2,Phase 3
8089,50,Phase 3
8090,1,Phase 3
8091,41,Phase 3
8092,139,Phase 1
8093,46,Phase 2
8094,187,Phase 2
8095,148,Phase 2
8096,145,Phase 2
8097,194,Phase 2
8098,175,Phase 1
8099,69,Phase 3
8100,167,Phase 2
8101,99,Phase 1
8102,121,Phase 2
8103,4,Phase 1
8104,105,Phase 1
8105,58,Phase 2
8106,186,Phase 1
8107,84,Phase 1
8108,184,Phase 3
8109,149,Phase 3
8110,117,Phase 1
8111,132,Phase 2
8112,135,Phase 1
8113,131,Phase 1
8114,112,Phase 3
8115,126,Phase 1
8116,170,Phase 3
8117,118,Phase 2
8118,186,Phase 1
8119,166,Phase 1
8120,22,Phase 2
8121,98,Phase 3
8122,103,Phase 3
8123,155,Phase 1
8124,162,Phase 2
8125,69,Phase 1
8126,75,Phase 2
8127,109,Phase 2
8128,178,Phase 1
8129,178,Phase 3
8130,42,Phase 3
8131,143,Phase 2
8132,4,Phase 3
8133,88,Phase 3
8134,142,Phase 2
8135,121,Phase 3
8136,87,Phase 2
8137,33,Phase 3
8138,105,Phase 3
8139,36,Phase 1
8140,147,Phase 1
8141,113,Phase 3
8142,137,Phase 2
8143,107,Phase 1
8144,92,Phase 2
8145,115,Phase 2
8146,200,Phase 3
8147,19,Phase 2
8148,116,Phase 2
8149,134,Phase 2
8150,157,Phase 1
8151,25,Phase 2
8152,184,Phase 2
8153,51,Phase 1
8154,6,Phase 3
8155,175,Phase 1
8156,167,Phase 2
8157,113,Phase 2
8158,146,Phase 3
8159,101,Phase 2
8160,113,Phase 3
8161,69,Phase 3
8162,19,Phase 2
8163,111,Phase 1
8164,34,Phase 1
8165,50,Phase 2
8166,144,Phase 2
8167,165,Phase 1
8168,113,Phase 3
8169,79,Phase 1
8170,137,Phase 1
8171,167,Phase 3
8172,180,Phase 2
8173,165,Phase 1
8174,128,Phase 3
8175,125,Phase 3
8176,191,Phase 1
8177,21,Phase 2
8178,180,Phase 1
8179,28,Phase 1
8180,113,Phase 1
8181,159,Phase 1
8182,31,Phase 1
8183,6,Phase 1
8184,25,Phase 2
8185,76,Phase 3
8186,69,Phase 3
8187,22,Phase 1
8188,44,Phase 1
8189,56,Phase 2
8190,162,Phase 3
8191,5,Phase 1
8192,106,Phase 2
8193,58,Phase 1
8194,184,Phase 3
8195,157,Phase 3
8196,16,Phase 1
8197,104,Phase 1
8198,6,Phase 2
8199,50,Phase 2
8200,99,Phase 1
8201,111,Phase 1
8202,142,Phase 2
8203,185,Phase 1
8204,115,Phase 2
8205,129,Phase 3
8206,6,Phase 1
8207,159,Phase 1
8208,43,Phase 2
8209,54,Phase 3
8210,110,Phase 1
8211,24,Phase 3
8212,49,Phase 2
8213,80,Phase 3
8214,104,Phase 1
8215,88,Phase 2
8216,200,Phase 1
8217,85,Phase 3
8218,80,Phase 1
8219,46,Phase 3
8220,162,Phase 1
8221,112,Phase 1
8222,170,Phase 2
8223,24,Phase 2
8224,161,Phase 3
8225,11,Phase 3
8226,173,Phase 1
8227,114,Phase 1
8228,64,Phase 1
8229,94,Phase 2
8230,104,Phase 2
8231,195,Phase 3
8232,28,Phase 2
8233,198,Phase 1
8234,113,Phase 1
8235,199,Phase 3
8236,86,Phase 2
8237,146,Phase 1
8238,34,Phase 3
8239,60,Phase 2
8240,178,Phase 1
8241,98,Phase 2
8242,61,Phase 2
8243,21,Phase 3
8244,23,Phase 1
8245,54,Phase 1
8246,3,Phase 2
8247,13,Phase 3
8248,23,Phase 1
8249,186,Phase 3
8250,185,Phase 1
8251,130,Phase 2
8252,32,Phase 3
8253,58,Phase 2
8254,51,Phase 1
8255,174,Phase 3
8256,65,Phase 3
8257,135,Phase 2
8258,136,Phase 2
8259,58,Phase 2
8260,19,Phase 1
8261,117,Phase 3
8262,55,Phase 3
8263,59,Phase 3
8264,196,Phase 2
8265,16,Phase 2
8266,105,Phase 2
8267,144,Phase 2
8268,138,Phase 1
8269,77,Phase 1
8270,52,Phase 2
8271,156,Phase 3
8272,43,Phase 1
8273,172,Phase 1
8274,85,Phase 3
8275,38,Phase 3
8276,4,Phase 2
8277,147,Phase 2
8278,47,Phase 2
8279,28,Phase 3
8280,54,Phase 1
8281,171,Phase 2
8282,82,Phase 3
8283,114,Phase 2
8284,41,Phase 2
8285,130,Phase 1
8286,90,Phase 1
8287,179,Phase 1
8288,175,Phase 3
8289,19,Phase 3
8290,151,Phase 2
8291,197,Phase 1
8292,129,Phase 2
8293,24,Phase 2
8294,31,Phase 1
8295,130,Phase 3
8296,149,Phase 2
8297,56,Phase 3
8298,117,Phase 1
8299,7,Phase 3
8300,112,Phase 2
8301,187,Phase 3
8302,3,Phase 2
8303,192,Phase 3
8304,88,Phase 3
8305,15,Phase 3
8306,192,Phase 1
8307,8,Phase 2
8308,2,Phase 1
8309,99,Phase 2
8310,127,Phase 1
8311,20,Phase 2
8312,94,Phase 1
8313,128,Phase 1
8314,100,Phase 3
8315,187,Phase 2
8316,170,Phase 2
8317,66,Phase 2
8318,26,Phase 1
8319,188,Phase 3
8320,51,Phase 2
8321,95,Phase 3
8322,199,Phase 3
8323,133,Phase 3
8324,119,Phase 2
8325,51,Phase 3
8326,52,Phase 1
8327,73,Phase 3
8328,130,Phase 3
8329,104,Phase 1
8330,190,Phase 1
8331,111,Phase 1
8332,159,Phase 2
8333,189,Phase 1
8334,48,Phase 1
8335,93,Phase 3
8336,46,Phase 1
8337,140,Phase 2
8338,123,Phase 2
8339,157,Phase 2
8340,162,Phase 1
8341,200,Phase 2
8342,158,Phase 3
8343,148,Phase 1
8344,151,Phase 1
8345,36,Phase 3
8346,179,Phase 2
8347,173,Phase 2
8348,78,Phase 3
8349,75,Phase 1
8350,33,Phase 1
8351,170,Phase 3
8352,162,Phase 3
8353,113,Phase 3
8354,96,Phase 3
8355,74,Phase 1
8356,177,Phase 3
8357,44,Phase 3
8358,191,Phase 3
8359,191,Phase 3
8360,65,Phase 1
8361,158,Phase 1
8362,159,Phase 1
8363,152,Phase 1
8364,123,Phase 2
8365,132,Phase 3
8366,86,Phase 2
8367,86,Phase 1
8368,11,Phase 2
8369,113,Phase 1
8370,200,Phase 2
8371,66,Phase 2
8372,151,Phase 2
8373,198,Phase 3
8374,61,Phase 1
8375,131,Phase 2
8376,157,Phase 1
8377,19,Phase 2
8378,151,Phase 2
8379,44,Phase 2
8380,198,Phase 2
8381,148,Phase 3
8382,140,Phase 2
8383,137,Phase 1
8384,69,Phase 2
8385,106,Phase 2
8386,164,Phase 3
8387,30,Phase 3
8388,8,Phase 3
8389,89,Phase 1
8390,6,Phase 2
8391,47,Phase 2
8392,67,Phase 2
8393,82,Phase 3
8394,101,Phase 3
8395,102,Phase 2
8396,135,Phase 2
8397,180,Phase 3
8398,134,Phase 2
8399,97,Phase 1
8400,51,Phase 2
8401,36,Phase 1
8402,150,Phase 3
8403,163,Phase 3
8404,17,Phase 2
8405,180,Phase 1
8406,31,Phase 3
8407,77,Phase 2
8408,177,Phase 3
8409,65,Phase 1
8410,157,Phase 2
8411,62,Phase 2
8412,83,Phase 2
8413,185,Phase 2
8414,186,Phase 3
8415,90,Phase 3
8416,14,Phase 2
8417,53,Phase 2
8418,111,Phase 1
8419,174,Phase 2
8420,24,Phase 2
8421,28,Phase 1
8422,20,Phase 1
8423,188,Phase 3
8424,47,Phase 3
8425,8,Phase 1
8426,8,Phase 2
8427,67,Phase 2
8428,182,Phase 2
8429,182,Phase 3
8430,7,Phase 2
8431,177,Phase 2
8432,65,Phase 1
8433,141,Phase 2
8434,55,Phase 2
8435,19,Phase 3
8436,97,Phase 2
8437,43,Phase 1
8438,169,Phase 3
8439,137,Phase 3
8440,177,Phase 2
8441,70,Phase 1
8442,200,Phase 3
8443,119,Phase 3
8444,127,Phase 3
8445,68,Phase 2
8446,132,Phase 2
8447,141,Phase 3
8448,42,Phase 2
8449,192,Phase 3
8450,90,Phase 3
8451,169,Phase 1
8452,16,Phase 2
8453,2,Phase 2
8454,17,Phase 3
8455,82,Phase 2
8456,1,Phase 3
8457,157,Phase 1
8458,8,Phase 1
8459,113,Phase 3
8460,178,Phase 3
8461,18,Phase 3
8462,142,Phase 3
8463,159,Phase 1
8464,182,Phase 3
8465,93,Phase 1
8466,168,Phase 1
8467,149,Phase 3
8468,139,Phase 1
8469,86,Phase 2
8470,196,Phase 2
8471,128,Phase 1
8472,184,Phase 1
8473,118,Phase 1
8474,29,Phase 3
8475,102,Phase 3
8476,90,Phase 2
8477,171,Phase 3
8478,89,Phase 2
8479,28,Phase 3
8480,106,Phase 1
8481,109,Phase 3
8482,144,Phase 3
8483,95,Phase 3
8484,51,Phase 1
8485,14,Phase 2
8486,199,Phase 1
8487,184,Phase 1
8488,89,Phase 1
8489,92,Phase 2
8490,73,Phase 3
8491,26,Phase 2
8492,99,Phase 1
8493,50,Phase 3
8494,71,Phase 1
8495,92,Phase 1
8496,11,Phase 3
8497,110,Phase 1
8498,15,Phase 3
8499,141,Phase 3
8500,9,Phase 1
8501,32,Phase 2
8502,63,Phase 2
